County,Year,# Days with AQI,Good,Moderate,Unhealthy for Sensitive Groups,Unhealthy,Very Unhealthy,AQI Maximum,AQI 90th Percentile,AQI Median,# Days CO,# Days NO2,# Days O3,# Days SO2,# Days PM2.5,# Days PM10
Mariposa,2010,365,197,142,23,3,0,187,93,49,0,0,305,0,57,3
Mendocino,2010,361,315,46,0,0,0,72,52,34,0,0,70,0,238,53
Merced,2010,365,149,177,33,6,0,177,101,55,0,3,192,0,167,3
Modoc,2010,,,,,,,,,,,,,,,
Mono,2010,365,308,35,4,5,13,4240,61,18,0,0,0,0,15,350
Monterey,2010,365,336,29,0,0,0,100,48,36,0,3,259,0,101,2
Napa,2010,365,293,70,1,1,0,159,60,39,0,3,177,0,185,0
Nevada,2010,365,251,92,21,1,0,154,90,44,0,1,346,0,18,0
Orange,2010,365,118,239,7,1,0,177,80,56,0,19,96,0,250,0
Placer,2010,365,186,149,26,4,0,200,97,50,0,4,226,0,135,0
Plumas,2010,124,85,36,3,0,0,110,75,33,0,0,0,0,124,0
Riverside,2010,365,31,188,95,48,3,217,156,87,0,5,187,0,141,32
Sacramento,2010,365,202,135,20,7,1,207,97,49,0,11,230,0,123,1
San Benito,2010,365,310,48,7,0,0,126,58,40,0,0,331,0,34,0
San Bernardino,2010,365,37,193,81,48,6,219,161,81,0,9,217,1,138,0
San Diego,2010,365,89,251,21,4,0,181,93,61,0,38,167,0,157,3
San Francisco,2010,365,249,113,3,0,0,125,67,40,0,45,91,0,228,1
San Joaquin,2010,365,225,127,12,1,0,174,81,45,0,17,192,0,156,0
San Luis Obispo,2010,365,179,152,33,1,0,161,97,51,0,0,250,0,78,37
San Mateo,2010,360,293,65,2,0,0,122,56,35.5,0,19,161,0,180,0
Santa Barbara,2010,365,281,77,7,0,0,143,65,44,0,1,293,0,69,2
Santa Clara,2010,365,259,94,10,2,0,164,66,42,0,17,159,0,189,0
Santa Cruz,2010,365,353,12,0,0,0,95,44,34,0,0,232,0,133,0
Shasta,2010,365,279,71,15,0,0,119,84,43,0,0,353,0,12,0
Sierra,2010,,,,,,,,,,,,,,,
Siskiyou,2010,361,352,9,0,0,0,90,44,33,0,0,351,0,9,1
Solano,2010,365,281,80,4,0,0,136,64,39,0,14,223,0,128,0
Sonoma,2010,365,317,48,0,0,0,93,53,32,0,5,176,0,182,2
Stanislaus,2010,365,166,161,32,6,0,177,102,53,0,0,213,0,152,0
Sutter,2010,365,234,127,3,1,0,170,69,44,0,15,161,0,189,0
Tehama,2010,365,186,161,18,0,0,136,90,50,0,0,209,0,155,1
Trinity,2010,122,122,0,0,0,0,35,21,9.5,0,0,0,0,86,36
Tulare,2010,365,100,153,78,34,0,197,150,69,0,1,216,0,148,0
Tuolumne,2010,365,274,83,8,0,0,147,80,41,0,0,365,0,0,0
Ventura,2010,365,222,125,14,4,0,161,87,47,0,11,319,0,35,0
Yolo,2010,362,301,58,3,0,0,109,57,38,0,7,272,0,78,5
Yuba,2010,,,,,,,,,,,,,,,
Alameda,2009,365,190,162,12,1,0,151,80,49,0,18,109,0,238,0
Alpine,2009,,,,,,,,,,,,,,,
Amador,2009,362,298,63,1,0,0,122,67,38,0,0,362,0,0,0
Butte,2009,365,185,148,31,1,0,156,100,50,0,1,257,0,107,0
Calaveras,2009,364,265,68,31,0,0,136,93,41,0,0,351,0,13,0
Colusa,2009,365,241,124,0,0,0,97,66,44,0,0,186,0,179,0
Contra Costa,2009,365,274,84,6,1,0,172,76,40,0,10,272,0,83,0
Del Norte,2009,125,123,2,0,0,0,84,30,12,0,0,0,0,89,36
El Dorado,2009,362,240,82,33,7,0,177,105,43.5,0,0,359,0,2,1
Fresno,2009,365,109,140,80,36,0,200,150,77,0,7,225,0,133,0
Glenn,2009,365,251,110,4,0,0,115,66,42,0,0,234,0,130,1
Humboldt,2009,360,341,19,0,0,0,89,42,28,0,23,288,3,45,1
Imperial,2009,365,155,158,50,2,0,161,105,55,3,56,253,0,36,17
Inyo,2009,365,219,124,5,5,12,1402,87,48,0,0,268,0,10,87
Kern,2009,365,39,157,91,73,5,299,160,96,0,0,189,0,169,7
Kings,2009,365,90,177,86,11,1,289,133,71,0,0,193,0,157,15
Lake,2009,362,349,13,0,0,0,90,44,33.5,0,0,359,0,3,0
Lassen,2009,,,,,,,,,,,,,,,
Los Angeles,2009,365,34,213,71,43,4,218,156,79,0,31,168,0,160,6
Madera,2009,365,262,77,23,3,0,177,90,40,0,52,313,0,0,0
Marin,2009,364,330,34,0,0,0,97,50,31,0,62,222,0,79,1
Mariposa,2009,365,173,158,33,1,0,151,100,51,0,0,274,0,89,2
Mendocino,2009,365,162,202,1,0,0,138,69,54,0,25,29,0,298,13
Merced,2009,361,188,124,49,0,0,145,105,49,0,19,266,0,75,1
Modoc,2009,,,,,,,,,,,,,,,
Mono,2009,365,320,29,4,2,10,14043,57,17,0,0,0,0,30,335
Monterey,2009,365,355,9,1,0,0,140,43,33,0,11,339,0,9,6
Napa,2009,365,259,103,3,0,0,122,66,38,0,0,170,0,195,0
Nevada,2009,364,244,84,34,2,0,164,100,44,0,0,347,0,17,0
Orange,2009,365,126,214,21,4,0,174,93,57,0,37,129,0,197,2
Placer,2009,365,167,161,27,10,0,190,101,52,0,6,226,0,133,0
Plumas,2009,119,77,38,4,0,0,140,82,42,0,0,0,0,119,0
Riverside,2009,365,29,188,90,56,2,204,164,87,0,8,185,0,123,49
Sacramento,2009,365,162,140,41,22,0,197,129,54,0,4,243,0,117,1
San Benito,2009,365,289,69,7,0,0,108,67,41,0,0,356,0,9,0
San Bernardino,2009,365,68,158,70,63,6,224,179,82,0,27,240,0,91,7
San Diego,2009,365,59,257,44,5,0,179,108,67,0,38,187,0,132,8
San Francisco,2009,365,196,164,5,0,0,136,67,48,0,21,39,0,305,0
San Joaquin,2009,365,244,97,23,1,0,177,92,44,0,39,246,0,74,6
San Luis Obispo,2009,365,171,165,29,0,0,141,97,52,0,0,278,0,74,13
San Mateo,2009,365,257,108,0,0,0,97,64,40,0,22,113,0,230,0
Santa Barbara,2009,365,260,94,7,4,0,172,71,45,0,2,348,0,14,1
Santa Clara,2009,365,244,111,10,0,0,140,75,43,0,17,183,0,165,0
Santa Cruz,2009,365,355,10,0,0,0,87,43,31,3,6,338,0,14,4
Shasta,2009,365,275,82,8,0,0,122,77,44,0,0,353,0,12,0
Sierra,2009,,,,,,,,,,,,,,,
Siskiyou,2009,323,311,11,1,0,0,110,44,31,0,0,275,0,44,4
Solano,2009,365,239,117,9,0,0,150,78,40,0,5,195,0,165,0
Sonoma,2009,365,316,49,0,0,0,87,54,33,0,21,260,0,84,0
Stanislaus,2009,365,142,156,55,12,0,192,119,58,0,1,194,0,169,1
Sutter,2009,365,200,153,12,0,0,125,84,48,0,11,152,0,202,0
Tehama,2009,264,171,62,31,0,0,136,105,43,0,0,242,0,0,22
Trinity,2009,119,118,1,0,0,0,53,30,14,0,0,0,0,74,45
Tulare,2009,365,85,147,83,50,0,187,154,84,0,3,226,0,134,2
Tuolumne,2009,361,256,86,19,0,0,129,90,42,0,0,361,0,0,0
Ventura,2009,365,201,124,34,6,0,174,105,49,0,11,312,0,40,2
Yolo,2009,365,249,106,10,0,0,140,79,43,0,2,250,0,112,1
Yuba,2009,,,,,,,,,,,,,,,
Alameda,2008,366,182,168,12,3,1,205,83,51,0,13,96,0,257,0
Alpine,2008,,,,,,,,,,,,,,,
Amador,2008,353,220,91,28,11,3,206,115,45,0,0,353,0,0,0
Butte,2008,366,173,157,24,9,3,212,100,52,0,0,254,0,112,0
Calaveras,2008,361,231,98,26,5,1,202,93,45,0,0,345,0,15,1
Colusa,2008,366,210,138,11,6,1,220,83,47,0,0,194,0,168,4
Contra Costa,2008,366,266,84,13,3,0,161,77,42,0,36,248,5,74,3
Del Norte,2008,118,113,5,0,0,0,68,30,14,0,0,0,0,93,25
El Dorado,2008,366,208,102,39,13,4,214,122,47,0,0,364,0,2,0
Fresno,2008,366,55,177,92,35,7,228,153,84,0,4,185,0,176,1
Glenn,2008,365,220,124,9,10,2,237,77,46,0,0,169,0,194,2
Humboldt,2008,363,348,15,0,0,0,87,42,28,2,16,288,0,55,2
Imperial,2008,366,171,162,28,5,0,169,97,52.5,2,72,240,0,32,20
Inyo,2008,366,197,134,22,9,4,710,100,49,0,0,302,0,1,63
Kern,2008,366,34,137,107,74,14,217,172,107,0,0,201,0,151,14
Kings,2008,366,68,194,69,32,3,220,143,80,0,0,201,0,142,23
Lake,2008,363,339,21,1,2,0,172,46,34,0,0,353,0,10,0
Lassen,2008,,,,,,,,,,,,,,,
Los Angeles,2008,366,31,213,68,46,8,227,172,84,0,62,162,1,139,2
Madera,2008,346,215,85,40,5,1,202,108,44.5,0,33,313,0,0,0
Marin,2008,363,347,16,0,0,0,97,44,31,0,106,223,0,33,1
Mariposa,2008,366,144,161,45,16,0,200,119,55,0,0,284,0,82,0
Mendocino,2008,355,337,15,3,0,0,134,44,31,2,28,290,0,23,12
Merced,2008,364,176,129,44,12,3,216,119,51.5,0,31,286,0,42,5
Modoc,2008,,,,,,,,,,,,,,,
Mono,2008,296,246,35,3,3,9,2665,64,20,0,0,0,0,28,268
Monterey,2008,366,339,27,0,0,0,97,49,36,0,10,334,0,14,8
Napa,2008,366,198,159,9,0,0,122,72,49,0,7,85,0,274,0
Nevada,2008,366,188,126,34,17,1,203,115,50,0,2,305,0,59,0
Orange,2008,366,108,216,36,6,0,197,101,64.5,0,51,107,0,205,3
Placer,2008,366,162,146,39,18,1,207,115,54,0,20,222,0,124,0
Plumas,2008,141,77,54,4,6,0,196,92,47,0,0,0,0,141,0
Riverside,2008,366,37,175,90,49,15,322,179,90.5,0,20,202,0,100,44
Sacramento,2008,366,133,160,47,19,7,219,140,61,0,22,238,0,100,6
San Benito,2008,364,238,100,22,4,0,172,93,45,0,0,354,0,10,0
San Bernardino,2008,366,83,136,68,54,25,222,187,84,0,55,269,0,35,7
San Diego,2008,366,67,225,63,10,1,204,117,72,0,42,188,0,130,6
San Francisco,2008,365,223,140,2,0,0,110,69,44,0,46,70,0,249,0
San Joaquin,2008,366,192,142,22,10,0,195,95,49,0,35,212,0,109,10
San Luis Obispo,2008,366,173,121,62,10,0,179,122,51,0,0,350,1,9,6
San Mateo,2008,366,244,121,1,0,0,102,69,40,0,32,109,0,225,0
Santa Barbara,2008,366,233,121,11,1,0,151,77,47,0,3,347,0,16,0
Santa Clara,2008,366,181,167,17,1,0,179,85,51,0,22,142,0,202,0
Santa Cruz,2008,366,335,30,1,0,0,115,49,36,0,0,348,0,14,4
Shasta,2008,366,251,85,23,6,1,250,93,45,0,0,344,0,22,0
Sierra,2008,,,,,,,,,,,,,,,
Siskiyou,2008,360,326,32,2,0,0,115,50,34,0,0,328,0,20,12
Solano,2008,366,172,171,19,4,0,169,87,52,0,2,129,0,235,0
Sonoma,2008,366,335,31,0,0,0,90,48,37,0,43,284,0,39,0
Stanislaus,2008,366,106,178,63,15,4,226,130,63.5,0,1,191,0,172,2
Sutter,2008,365,179,149,28,7,2,208,101,51,0,13,200,0,151,1
Tehama,2008,314,196,87,27,4,0,197,100,47,0,0,303,0,0,11
Trinity,2008,122,103,8,2,9,0,188,94,18,0,0,0,0,70,52
Tulare,2008,366,61,135,97,65,8,217,166,97,0,0,239,0,127,0
Tuolumne,2008,365,237,90,29,7,2,209,101,45,0,0,365,0,0,0
Ventura,2008,366,188,121,50,7,0,174,115,50,0,15,317,0,34,0
Yolo,2008,366,238,107,14,7,0,182,80,44,0,8,228,0,124,6
Yuba,2008,,,,,,,,,,,,,,,
Alameda,2007,365,278,78,8,1,0,164,68,38,0,33,210,0,122,0
Alpine,2007,,,,,,,,,,,,,,,
Amador,2007,349,270,69,10,0,0,122,71,38,0,0,349,0,0,0
Butte,2007,365,193,132,38,2,0,174,101,49,0,0,270,0,94,1
Calaveras,2007,359,254,91,14,0,0,143,80,42,0,0,342,0,16,1
Colusa,2007,365,279,78,7,1,0,152,66,41,0,0,232,0,133,0
Contra Costa,2007,365,280,74,11,0,0,136,69,40,0,21,256,6,81,1
Del Norte,2007,115,115,0,0,0,0,49,27,12,0,0,0,0,95,20
El Dorado,2007,365,230,87,40,7,1,201,112,44,0,0,361,0,3,1
Fresno,2007,365,22,194,106,43,0,190,153,87,0,0,137,0,228,0
Glenn,2007,365,236,117,12,0,0,138,77,44,0,0,223,0,142,0
Humboldt,2007,336,316,20,0,0,0,97,42,29,7,8,272,2,42,5
Imperial,2007,365,138,172,46,9,0,190,112,58,3,59,244,0,36,23
Inyo,2007,365,170,146,38,8,3,623,112,51,0,0,294,0,4,67
Kern,2007,365,30,151,114,66,4,205,160,101,0,1,190,0,168,6
Kings,2007,365,69,191,83,22,0,196,136,77,0,1,161,0,189,14
Lake,2007,356,347,9,0,0,0,77,44,32,0,0,351,0,5,0
Lassen,2007,,,,,,,,,,,,,,,
Los Angeles,2007,365,45,193,91,30,6,213,150,81,0,64,172,0,124,5
Madera,2007,363,279,72,12,0,0,143,77,40,0,44,319,0,0,0
Marin,2007,362,356,6,0,0,0,78,40,30,0,116,220,0,26,0
Mariposa,2007,365,115,198,45,7,0,192,115,60,0,0,213,0,151,1
Mendocino,2007,365,358,7,0,0,0,90,42,31,0,35,313,0,8,9
Merced,2007,364,223,99,37,5,0,177,105,45.5,0,37,284,0,42,1
Modoc,2007,,,,,,,,,,,,,,,
Mono,2007,276,242,20,1,2,11,9916,66,16.5,0,0,0,0,32,244
Monterey,2007,365,350,15,0,0,0,100,45,35,0,15,323,0,16,11
Napa,2007,365,213,146,6,0,0,120,77,46,0,2,75,0,287,1
Nevada,2007,365,133,171,52,9,0,177,119,57,0,0,238,0,127,0
Orange,2007,365,151,185,23,4,2,381,93,53,0,41,142,0,180,2
Placer,2007,365,164,156,42,3,0,187,106,54,0,11,218,0,136,0
Plumas,2007,137,70,60,6,1,0,160,87,50,0,0,0,0,134,3
Riverside,2007,365,56,126,115,60,8,1108,161,101,0,18,234,0,81,32
Sacramento,2007,365,123,172,55,14,1,218,126,60,0,38,201,0,126,0
San Benito,2007,365,261,87,17,0,0,143,80,43,0,0,355,0,10,0
San Bernardino,2007,365,64,145,75,66,15,234,179,90,0,59,247,0,41,18
San Diego,2007,365,87,217,51,9,1,257,115,67,2,39,217,0,99,8
San Francisco,2007,365,281,79,5,0,0,125,60,38,0,69,91,0,205,0
San Joaquin,2007,365,201,137,26,1,0,154,93,48,0,39,154,0,170,2
San Luis Obispo,2007,365,169,153,41,2,0,156,105,54,0,6,311,27,12,9
San Mateo,2007,365,274,86,5,0,0,126,63,38,0,36,123,0,206,0
Santa Barbara,2007,365,224,120,19,2,0,183,84,48,0,2,341,0,20,2
Santa Clara,2007,365,236,116,12,1,0,152,78,44,0,11,161,0,193,0
Santa Cruz,2007,365,352,13,0,0,0,97,44,34,0,1,344,0,13,7
Shasta,2007,365,262,81,22,0,0,133,90,44,0,0,353,0,12,0
Sierra,2007,,,,,,,,,,,,,,,
Siskiyou,2007,348,326,21,1,0,0,126,47,32,0,0,328,0,10,10
Solano,2007,365,216,131,18,0,0,126,81,45,0,5,151,2,207,0
Sonoma,2007,364,331,33,0,0,0,93,48,35,0,42,295,0,27,0
Stanislaus,2007,365,146,167,37,15,0,178,115,56,0,1,148,0,215,1
Sutter,2007,365,205,127,32,1,0,151,98,48,0,21,213,0,130,1
Tehama,2007,359,262,68,28,1,0,154,97,39,0,0,352,0,0,7
Trinity,2007,118,116,2,0,0,0,60,29,12.5,0,0,0,0,65,53
Tulare,2007,365,59,126,120,60,0,192,156,100,0,2,198,0,164,1
Tuolumne,2007,364,246,79,37,2,0,169,101,42,0,0,364,0,0,0
Ventura,2007,365,181,141,37,6,0,190,105,51,0,12,309,0,42,2
Yolo,2007,365,265,89,9,2,0,164,74,43,0,5,250,0,107,3
Yuba,2007,,,,,,,,,,,,,,,
Alameda,2006,365,220,123,17,5,0,190,84,45,0,20,156,0,189,0
Alpine,2006,,,,,,,,,,,,,,,
Amador,2006,364,265,69,27,3,0,185,97,37,0,0,364,0,0,0
Butte,2006,365,155,142,59,9,0,172,122,56,0,1,260,0,102,2
Calaveras,2006,364,230,88,34,11,1,201,108,42,0,0,346,0,18,0
Colusa,2006,365,234,128,2,1,0,154,74,45,0,0,211,0,150,4
Contra Costa,2006,365,265,80,16,4,0,169,83,41,0,36,234,9,83,3
Del Norte,2006,124,120,4,0,0,0,77,32,12,0,0,0,0,99,25
El Dorado,2006,365,215,71,50,27,2,210,143,43,0,0,365,0,0,0
Fresno,2006,365,82,149,85,47,2,208,156,80,0,18,195,0,151,1
Glenn,2006,364,268,88,7,1,0,153,67,41,0,0,283,0,77,4
Humboldt,2006,101,82,19,0,0,0,99,58,28,0,2,11,0,79,9
Imperial,2006,365,117,183,55,10,0,190,119,63,6,65,247,2,24,21
Inyo,2006,365,176,123,47,8,11,8195,115,51,0,0,290,0,0,75
Kern,2006,365,56,129,95,71,14,217,175,100,0,4,207,0,149,5
Kings,2006,365,176,109,72,8,0,190,126,52,0,42,247,0,37,39
Lake,2006,364,336,27,1,0,0,101,48,35,0,0,358,0,6,0
Lassen,2006,,,,,,,,,,,,,,,
Los Angeles,2006,365,64,172,79,39,11,224,161,82,1,55,184,0,123,2
Madera,2006,363,260,72,30,1,0,174,97,39,0,56,307,0,0,0
Marin,2006,362,350,12,0,0,0,64,41,30,0,119,208,0,32,3
Mariposa,2006,365,88,213,58,6,0,172,119,61,0,0,203,0,161,1
Mendocino,2006,365,341,24,0,0,0,97,48,34,0,34,309,0,16,6
Merced,2006,364,215,98,43,8,0,172,112,44,0,43,269,0,49,3
Modoc,2006,,,,,,,,,,,,,,,
Mono,2006,269,238,15,6,2,8,4196,55,15,0,0,0,0,27,242
Monterey,2006,365,345,19,1,0,0,126,46,37,0,16,331,0,15,3
Napa,2006,364,348,14,2,0,0,105,44,34,0,83,275,0,0,6
Nevada,2006,365,174,108,59,24,0,200,136,53,0,0,284,0,20,61
Orange,2006,365,131,203,21,9,1,209,97,56,0,40,167,0,158,0
Placer,2006,365,138,142,53,30,2,209,147,60,0,16,222,0,126,1
Plumas,2006,365,287,75,3,0,0,139,68,38,0,0,169,0,98,98
Riverside,2006,365,74,147,79,54,11,218,174,84,0,16,229,0,102,18
Sacramento,2006,365,119,153,57,33,3,207,149,64,0,7,204,0,148,6
San Benito,2006,365,276,70,17,2,0,156,80,42,0,0,364,0,1,0
San Bernardino,2006,365,67,157,70,53,18,239,177,80,0,70,241,0,44,10
San Diego,2006,365,84,210,55,16,0,187,126,70,0,48,218,0,92,7
San Francisco,2006,363,264,95,4,0,0,147,63,38,0,70,94,0,199,0
San Joaquin,2006,365,227,101,30,7,0,195,101,44,0,76,233,0,50,6
San Luis Obispo,2006,365,178,122,59,6,0,174,119,51,0,3,281,64,12,5
San Mateo,2006,364,268,94,1,1,0,161,62,39,0,28,128,0,208,0
Santa Barbara,2006,365,229,120,15,1,0,162,80,48,0,4,345,0,15,1
Santa Clara,2006,365,208,135,15,7,0,200,88,47,0,17,161,0,179,8
Santa Cruz,2006,365,347,17,1,0,0,101,45,36,0,2,345,0,12,6
Shasta,2006,365,252,90,22,1,0,151,90,45,0,0,347,0,18,0
Sierra,2006,,,,,,,,,,,,,,,
Siskiyou,2006,333,285,46,2,0,0,105,58,36,0,0,303,0,25,5
Solano,2006,365,201,144,17,3,0,154,85,47,0,13,136,0,216,0
Sonoma,2006,364,339,24,0,1,0,153,47,33,0,36,277,0,50,1
Stanislaus,2006,365,219,100,32,14,0,179,108,44,4,63,234,0,62,2
Sutter,2006,365,167,151,41,6,0,179,108,54,0,18,217,0,128,2
Tehama,2006,340,210,83,40,7,0,166,117,41,0,0,323,0,0,17
Trinity,2006,126,115,6,4,1,0,171,46,15,0,0,0,0,77,49
Tulare,2006,365,71,151,74,67,2,204,161,88,0,0,209,0,156,0
Tuolumne,2006,365,268,81,16,0,0,143,84,38,0,0,365,0,0,0
Ventura,2006,365,202,111,38,14,0,197,119,48,0,21,308,0,34,2
Yolo,2006,365,236,99,25,5,0,172,87,44,0,7,254,0,101,3
Yuba,2006,,,,,,,,,,,,,,,
Alameda,2005,365,248,103,12,2,0,161,76,43,0,17,172,0,176,0
Alpine,2005,,,,,,,,,,,,,,,
Amador,2005,365,277,66,18,4,0,179,87,38,12,0,353,0,0,0
Butte,2005,365,213,113,38,1,0,159,105,47,0,2,294,0,69,0
Calaveras,2005,365,247,74,38,6,0,182,105,43,0,0,352,0,13,0
Colusa,2005,365,219,142,4,0,0,130,69,44,0,0,168,0,192,5
Contra Costa,2005,365,282,76,7,0,0,134,71,40,0,25,248,3,89,0
Del Norte,2005,131,131,0,0,0,0,43,23,13,0,0,0,0,117,14
El Dorado,2005,364,237,67,37,23,0,197,129,43,0,0,363,0,0,1
Fresno,2005,365,105,145,70,43,2,206,154,72,0,16,217,0,131,1
Glenn,2005,364,323,41,0,0,0,100,51,37,0,0,354,0,0,10
Humboldt,2005,37,29,8,0,0,0,92,66,24,0,0,0,0,34,3
Imperial,2005,365,126,170,59,10,0,187,119,61,9,55,255,0,38,8
Inyo,2005,365,170,125,46,9,15,3884,133,51,0,0,299,0,3,63
Kern,2005,365,47,149,90,72,7,208,167,93,0,4,206,0,153,2
Kings,2005,364,201,115,41,7,0,182,105,48,0,63,247,0,49,5
Lake,2005,361,352,9,0,0,0,87,46,35,0,0,355,0,6,0
Lassen,2005,,,,,,,,,,,,,,,
Los Angeles,2005,365,57,170,77,49,12,238,166,82,2,52,183,1,127,0
Madera,2005,362,265,79,18,0,0,136,87,40,0,66,296,0,0,0
Marin,2005,362,354,8,0,0,0,64,40,29,0,111,221,0,30,0
Mariposa,2005,365,114,204,41,6,0,177,108,57,0,0,194,0,170,1
Mendocino,2005,365,357,8,0,0,0,69,43,32,1,34,312,0,12,6
Merced,2005,364,231,89,42,2,0,169,108,43,0,46,268,0,48,2
Modoc,2005,,,,,,,,,,,,,,,
Mono,2005,250,212,24,1,4,9,2004,64.5,17,0,0,0,0,64,186
Monterey,2005,365,351,14,0,0,0,84,45,35,0,21,323,0,15,6
Napa,2005,364,360,4,0,0,0,90,41,31,2,74,285,0,0,3
Nevada,2005,365,188,113,44,18,2,216,126,50,0,0,300,0,21,44
Orange,2005,365,125,212,27,1,0,155,93,57,0,44,148,0,173,0
Placer,2005,365,153,147,44,19,2,203,130,56,0,9,213,0,143,0
Plumas,2005,363,276,85,0,2,0,177,63,40,0,0,209,0,87,67
Riverside,2005,365,73,135,89,53,15,228,172,90,0,10,222,0,125,8
Sacramento,2005,365,136,161,40,24,4,213,134,59,0,6,193,0,164,2
San Benito,2005,365,296,65,4,0,0,150,71,40,0,0,363,0,2,0
San Bernardino,2005,365,69,149,69,54,24,242,182,80,0,85,230,0,46,4
San Diego,2005,365,83,227,50,5,0,159,111,67,0,59,208,0,92,6
San Francisco,2005,365,288,70,7,0,0,122,63,37,0,61,113,0,191,0
San Joaquin,2005,364,280,69,13,2,0,155,71,40,2,104,194,0,59,5
San Luis Obispo,2005,365,281,79,5,0,0,150,67,42,0,12,328,10,13,2
San Mateo,2005,365,235,123,7,0,0,133,71,42,0,15,118,0,231,1
Santa Barbara,2005,365,233,119,13,0,0,140,84,47,0,2,344,0,18,1
Santa Clara,2005,365,213,130,21,1,0,154,88,46,0,21,162,0,181,1
Santa Cruz,2005,365,351,14,0,0,0,87,44,34,0,2,344,0,13,6
Shasta,2005,365,277,70,15,3,0,159,84,43,0,0,355,0,10,0
Sierra,2005,,,,,,,,,,,,,,,
Siskiyou,2005,356,331,25,0,0,0,80,48,34.5,0,0,335,0,17,4
Solano,2005,365,244,106,15,0,0,145,79,41,0,6,168,0,191,0
Sonoma,2005,365,344,21,0,0,0,96,44,31,0,51,277,0,37,0
Stanislaus,2005,365,242,83,32,8,0,172,105,42,2,80,226,0,55,2
Sutter,2005,365,201,136,28,0,0,143,93,48,0,21,215,0,128,1
Tehama,2005,295,188,74,32,1,0,151,101,43,0,0,279,0,0,16
Trinity,2005,113,113,0,0,0,0,32,21,9,0,0,0,0,102,11
Tulare,2005,365,74,142,79,66,4,207,161,84,0,0,200,0,165,0
Tuolumne,2005,365,264,81,19,1,0,159,87,41,7,0,358,0,0,0
Ventura,2005,365,183,120,55,7,0,187,119,50,0,25,307,0,33,0
Yolo,2005,365,241,109,13,2,0,153,79,44,0,2,225,0,137,1
Yuba,2005,,,,,,,,,,,,,,,
Alameda,2004,366,236,114,16,0,0,136,82,43,0,21,145,0,200,0
Alpine,2004,,,,,,,,,,,,,,,
Amador,2004,366,250,96,18,2,0,156,84,41,6,0,360,0,0,0
Butte,2004,366,183,141,39,3,0,172,105,50.5,2,1,282,0,80,1
Calaveras,2004,362,223,111,24,4,0,156,93,45,1,0,343,0,18,0
Colusa,2004,365,276,81,8,0,0,123,69,40,0,0,239,0,85,41
Contra Costa,2004,366,275,72,18,1,0,160,88,40,0,33,241,5,87,0
Del Norte,2004,159,159,0,0,0,0,42,30,12,0,0,0,0,109,50
El Dorado,2004,366,178,127,53,8,0,192,112,51,0,6,355,0,4,1
Fresno,2004,366,59,175,107,25,0,195,143,86,0,11,228,0,126,1
Glenn,2004,363,309,54,0,0,0,100,61,37,0,0,354,0,0,9
Humboldt,2004,64,53,11,0,0,0,79,57,26.5,0,0,0,0,54,10
Imperial,2004,366,125,195,44,2,0,161,105,60.5,12,47,255,0,34,18
Inyo,2004,366,168,138,35,2,23,5121,119,55.5,0,0,276,0,9,81
Kern,2004,366,24,135,98,95,14,222,185,112.5,0,2,229,0,134,1
Kings,2004,365,167,134,56,8,0,172,112,55,0,87,214,0,48,16
Lake,2004,362,343,19,0,0,0,87,47,35,0,0,357,0,5,0
Lassen,2004,,,,,,,,,,,,,,,
Los Angeles,2004,366,29,179,87,67,4,229,169,90,0,39,174,0,153,0
Madera,2004,340,214,103,23,0,0,147,91.5,44,0,44,296,0,0,0
Marin,2004,360,350,10,0,0,0,77,39,29,0,159,166,0,34,1
Mariposa,2004,366,137,158,54,13,4,301,122,61,0,0,289,0,76,1
Mendocino,2004,366,356,10,0,0,0,64,44,32,1,41,299,0,21,4
Merced,2004,365,162,127,62,13,1,204,126,58,0,36,283,0,45,1
Modoc,2004,,,,,,,,,,,,,,,
Mono,2004,331,197,103,23,1,7,883,100,48,0,0,259,0,16,56
Monterey,2004,366,342,21,3,0,0,129,47,34.5,0,25,325,0,9,7
Napa,2004,365,354,9,2,0,0,105,40,31,3,85,269,0,0,8
Nevada,2004,366,166,128,60,11,1,206,122,52,0,0,314,0,15,37
Orange,2004,366,75,215,66,10,0,179,126,67,0,33,205,0,127,1
Placer,2004,366,160,133,59,14,0,192,126,56,0,6,283,0,77,0
Plumas,2004,366,296,67,3,0,0,124,70,41,0,0,208,0,77,81
Riverside,2004,366,60,129,93,67,17,212,172,97.5,0,11,213,0,139,3
Sacramento,2004,366,112,181,63,10,0,172,122,62.5,0,10,202,0,153,1
San Benito,2004,366,284,71,11,0,0,143,77,41,0,0,362,0,4,0
San Bernardino,2004,366,64,134,88,61,19,242,179,90,0,68,234,0,61,3
San Diego,2004,366,75,236,49,6,0,174,112,67,0,41,193,2,125,5
San Francisco,2004,366,243,116,7,0,0,149,69,40.5,0,42,64,1,258,1
San Joaquin,2004,366,264,88,13,1,0,179,82,43,0,83,210,0,50,23
San Luis Obispo,2004,366,195,135,36,0,0,134,100,49,0,6,218,127,11,4
San Mateo,2004,362,253,103,6,0,0,120,68,40,0,19,110,0,233,0
Santa Barbara,2004,366,217,130,17,2,0,192,87,48,0,7,344,0,15,0
Santa Clara,2004,366,222,120,24,0,0,147,86,46,0,28,166,0,172,0
Santa Cruz,2004,366,345,18,3,0,0,143,47,36,0,5,336,1,11,13
